player_id,first_name,last_name,name,dob,country_id,height,weight,hand,backhand,active,turned_pro,prize_money,wikipedia,age,current_rank,current_rank_points,best_rank,best_rank_date,best_rank_points,best_rank_points_date,current_elo_rank,current_elo_rating,best_elo_rank,best_elo_rank_date,best_elo_rating,best_elo_rating_date,goat_rank,goat_points,weeks_at_no1,titles,big_titles,grand_slams,tour_finals,alt_finals,masters,olympics,player_id.1,matches_won,matches_lost,matches_win_percentage,grand_slam_matches_won,grand_slam_matches_lost,grand_slam_win_percentage,tour_finals_matches_won,tour_finals_matches_lost,tour_finals_win_percentage,alt_finals_matches_won,alt_finals_matches_lost,alt_finals_win_percentage,masters_matches_won,masters_matches_lost,masters_matches_win_percentage,olympics_matches_won,olympics_matches_lost,olympics_matches_win_percentage,atp500_matches_won,atp500_matches_lost,atp500_matches_win_percentage,atp250_matches_won,atp250_matches_lost,atp250_matches_win_percentage,davis_cup_matches_won,davis_cup_matches_lost,davis_cup_matches_win_percentage,team_cups_matches_won,team_cups_matches_lost,team_cups_matches_win_percentage,best_of_3_matches_won,best_of_3_matches_lost,best_of_3_matches_win_percentage,best_of_5_matches_won,best_of_5_matches_lost,best_of_5_matches_win_percentage,hard_matches_won,hard_matches_lost,hard_matches_win_percentage,clay_matches_won,clay_matches_lost,clay_matches_win_percentage,grass_matches_won,grass_matches_lost,grass_matches_win_percentage,carpet_matches_won,carpet_matches_lost,carpet_matches_win_percentage,outdoor_matches_won,outdoor_matches_lost,outdoor_matches_win_percentage,indoor_matches_won,indoor_matches_lost,indoor_matches_win_percentage,deciding_sets_won,deciding_sets_lost,deciding_sets_win_percentage,fifth_sets_won,fifth_sets_lost,fifth_sets_win_percentage,finals_won,finals_lost,finals_win_percentage,vs_no1_won,vs_no1_lost,vs_no1_win_percentage,vs_top5_won,vs_top5_lost,vs_top5_win_percentage,vs_top10_won,vs_top10_lost,vs_top10_win_percentage,after_winning_first_set_won,after_winning_first_set_lost,after_winning_first_set_win_percentage,after_losing_first_set_won,after_losing_first_set_lost,after_losing_first_set_win_percentage,tie_breaks_won,tie_breaks_lost,tie_breaks_win_percentage,deciding_set_tbs_won,deciding_set_tbs_lost,deciding_set_tbs_win_percentage,id,Rank,Move,Player name,Country,Points
5438,Steve,Johnson,Steve Johnson,24/12/89,USA,188.0,,R,2.0,t,2012.0,"US$7,061,559",https://en.wikipedia.org/wiki/Steve_Johnson_(tennis),32 years 10 mons 6 days,84.0,812.0,21.0,25/07/16,1680.0,25/07/16,75.0,1859.0,21.0,17/04/17,2042.0,12/06/17,312.0,5,0,4,0,0,0,0,0,0,5438.0,179.0,181.0,0.5,30.0,36.0,0.45,,,0.0,,,0.0,21.0,39.0,0.35,3.0,1.0,0.75,30.0,29.0,0.51,94.0,73.0,0.56,1.0,3.0,0.25,,,0.0,149.0,143.0,0.51,30.0,38.0,0.44,116.0,122.0,0.49,31.0,32.0,0.49,32.0,27.0,0.54,,,0.0,163.0,159.0,0.51,16.0,22.0,0.42,56.0,56.0,0.5,9.0,9.0,0.5,4.0,2.0,0.67,,,0.0,0.0,12.0,0.0,4.0,27.0,0.13,145.0,36.0,0.8,34.0,145.0,0.19,104.0,116.0,0.47,16.0,12.0,0.57,JohnsonSteve,113.0,5,Johnson Steve,USA,507
5442,Kei,Nishikori,Kei Nishikori,29/12/89,JPN,178.0,77.0,R,2.0,t,2007.0,"US$25,036,447  15th all-time leader in earnings",https://en.wikipedia.org/wiki/Kei_Nishikori,32 years 10 mons 1 day,48.0,1210.0,4.0,02/03/15,6385.0,17/08/15,14.0,2063.0,4.0,12/09/16,2296.0,15/08/16,55.0,70,0,12,0,0,0,0,0,0,5442.0,431.0,211.0,0.67,102.0,43.0,0.7,5.0,9.0,0.36,,,0.0,107.0,65.0,0.62,11.0,4.0,0.73,103.0,40.0,0.72,86.0,45.0,0.66,17.0,3.0,0.85,0.0,2.0,0.0,313.0,165.0,0.65,118.0,46.0,0.72,283.0,138.0,0.67,103.0,47.0,0.69,42.0,26.0,0.62,1.0,0.0,1.0,357.0,178.0,0.67,74.0,33.0,0.69,147.0,56.0,0.72,26.0,7.0,0.79,12.0,14.0,0.46,2.0,19.0,0.1,18.0,50.0,0.26,40.0,77.0,0.34,333.0,34.0,0.91,98.0,177.0,0.36,137.0,95.0,0.59,15.0,8.0,0.65,KeiNishikori,,,,,
5466,Marco,Trungelliti,Marco Trungelliti,31/01/90,ARG,,,R,2.0,t,2008.0,"US$ 1,057,913",https://en.wikipedia.org/wiki/Marco_Trungelliti,32 years 8 mons 30 days,,,112.0,04/03/19,517.0,04/03/19,148.0,1736.0,120.0,06/05/19,1794.0,04/03/19,,0,0,0,0,0,0,0,0,0,5466.0,13.0,17.0,0.43,5.0,8.0,0.38,,,0.0,,,0.0,0.0,1.0,0.0,,,0.0,,,0.0,8.0,8.0,0.5,,,0.0,,,0.0,8.0,9.0,0.47,5.0,8.0,0.38,2.0,5.0,0.29,11.0,11.0,0.5,0.0,1.0,0.0,,,0.0,11.0,16.0,0.41,2.0,1.0,0.67,5.0,3.0,0.63,2.0,1.0,0.67,,,0.0,,,0.0,,,0.0,1.0,1.0,0.5,8.0,1.0,0.89,5.0,16.0,0.24,4.0,6.0,0.4,1.0,,1.0,MarcoTrungelliti,221.0,11,Trungelliti Marco,Argentina,247
5476,Facundo,Bagnis,Facundo Bagnis,27/02/90,ARG,,,L,2.0,t,2007.0,"US$1,637,945",https://en.wikipedia.org/wiki/Facundo_Bagnis,32 years 8 mons 3 days,76.0,863.0,55.0,14/11/16,985.0,13/09/21,138.0,1749.0,105.0,04/04/21,1804.0,15/03/21,,0,0,0,0,0,0,0,0,0,5476.0,30.0,59.0,0.34,5.0,12.0,0.29,,,0.0,,,0.0,1.0,4.0,0.2,0.0,1.0,0.0,1.0,5.0,0.17,23.0,37.0,0.38,,,0.0,,,0.0,25.0,47.0,0.35,5.0,12.0,0.29,3.0,12.0,0.2,27.0,43.0,0.39,0.0,4.0,0.0,,,0.0,29.0,57.0,0.34,1.0,2.0,0.33,12.0,13.0,0.48,1.0,0.0,1.0,0.0,1.0,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,22.0,7.0,0.76,8.0,52.0,0.13,14.0,25.0,0.36,,3.0,0.0,BagnisFacundo,103.0,-,Bagnis Facundo,Argentina,556
5501,Alexander,Sarkissian,Alexander Sarkissian,03/04/90,USA,,,R,2.0,t,2014.0,"$263,698",https://en.wikipedia.org/wiki/Alexander_Sarkissian,32 years 6 mons 27 days,,,157.0,04/04/16,362.0,04/04/16,,,,,,,,0,0,0,0,0,0,0,0,0,5501.0,2.0,4.0,0.33,,,0.0,,,0.0,,,0.0,0.0,1.0,0.0,,,0.0,,,0.0,2.0,3.0,0.4,,,0.0,,,0.0,2.0,4.0,0.33,,,0.0,2.0,4.0,0.33,,,0.0,,,0.0,,,0.0,2.0,4.0,0.33,,,0.0,0.0,2.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,2.0,2.0,0.5,0.0,2.0,0.0,2.0,1.0,0.67,,,0.0,AlexanderSarkissian,,,,,
5515,Jan Lennard,Struff,Jan Lennard Struff,25/04/90,GER,193.0,,R,2.0,t,2009.0,"US$6,978,075",https://en.wikipedia.org/w?search=Jan_Lennard_Struff,32 years 6 mons 5 days,51.0,1134.0,29.0,31/08/20,1545.0,03/05/21,60.0,1895.0,24.0,14/09/20,2037.0,17/06/19,,0,0,0,0,0,0,0,0,0,5515.0,162.0,189.0,0.46,21.0,32.0,0.4,,,0.0,,,0.0,33.0,35.0,0.49,1.0,2.0,0.33,21.0,37.0,0.36,75.0,76.0,0.5,7.0,5.0,0.58,4.0,2.0,0.67,138.0,154.0,0.47,24.0,35.0,0.41,95.0,106.0,0.47,54.0,60.0,0.47,13.0,23.0,0.36,,,0.0,120.0,146.0,0.45,42.0,43.0,0.49,55.0,68.0,0.45,9.0,6.0,0.6,0.0,1.0,0.0,0.0,4.0,0.0,3.0,15.0,0.17,10.0,28.0,0.26,129.0,42.0,0.75,33.0,147.0,0.18,82.0,106.0,0.44,13.0,14.0,0.48,JanLennardStruff,151.0,1,Jan Lennard Struff,Germany,375
5528,Evgeny,Donskoy,Evgeny Donskoy,09/05/90,RUS,185.0,,R,2.0,t,2007.0,"US$3,167,442",https://en.wikipedia.org/wiki/Evgeny_Donskoy,32 years 5 mons 21 days,,,65.0,08/07/13,764.0,01/08/16,170.0,1701.0,92.0,26/10/15,1835.0,26/10/15,,0,0,0,0,0,0,0,0,0,5528.0,55.0,117.0,0.32,10.0,23.0,0.3,,,0.0,,,0.0,6.0,11.0,0.35,2.0,1.0,0.67,8.0,11.0,0.42,26.0,67.0,0.28,3.0,4.0,0.43,,,0.0,42.0,91.0,0.32,13.0,26.0,0.33,45.0,82.0,0.35,6.0,23.0,0.21,4.0,12.0,0.25,,,0.0,41.0,84.0,0.33,14.0,33.0,0.3,13.0,37.0,0.26,3.0,4.0,0.43,,,0.0,,,0.0,0.0,4.0,0.0,1.0,11.0,0.08,46.0,25.0,0.65,9.0,92.0,0.09,33.0,43.0,0.43,5.0,8.0,0.38,DonskoyEvgeny,391.0,-,Donskoy Evgeny,Russia,119
5539,Guido,Pella,Guido Pella,17/05/90,ARG,183.0,,L,2.0,t,2007.0,"US$5,491,230",https://en.wikipedia.org/wiki/Guido_Pella,32 years 5 mons 13 days,75.0,866.0,20.0,19/08/19,1735.0,19/08/19,82.0,1844.0,29.0,12/08/19,2009.0,12/08/19,403.0,3,0,1,0,0,0,0,0,0,5539.0,118.0,138.0,0.46,20.0,28.0,0.42,,,0.0,,,0.0,17.0,28.0,0.38,0.0,1.0,0.0,12.0,17.0,0.41,60.0,56.0,0.52,6.0,5.0,0.55,3.0,3.0,0.5,95.0,106.0,0.47,23.0,32.0,0.42,47.0,66.0,0.42,63.0,58.0,0.52,8.0,14.0,0.36,,,0.0,104.0,122.0,0.46,14.0,16.0,0.47,48.0,48.0,0.5,6.0,5.0,0.55,1.0,4.0,0.2,0.0,2.0,0.0,1.0,10.0,0.09,4.0,16.0,0.2,90.0,31.0,0.74,28.0,107.0,0.21,65.0,71.0,0.48,10.0,11.0,0.48,GuidoPella,,,,,
5543,Daniel,Evans,Daniel Evans,23/05/90,GBR,175.0,,R,1.0,t,2006.0,"US$ 3,840,680",https://en.wikipedia.org/wiki/Daniel_Evans_(tennis),32 years 5 mons 7 days,25.0,1942.0,22.0,27/09/21,2195.0,17/05/21,41.0,1953.0,25.0,08/02/21,2002.0,08/02/21,462.0,2,0,1,0,0,0,0,0,0,5543.0,96.0,104.0,0.48,21.0,20.0,0.51,,,0.0,,,0.0,11.0,20.0,0.35,,,0.0,16.0,19.0,0.46,37.0,27.0,0.58,8.0,17.0,0.32,3.0,1.0,0.75,70.0,72.0,0.49,26.0,32.0,0.45,71.0,69.0,0.51,10.0,18.0,0.36,15.0,17.0,0.47,,,0.0,82.0,88.0,0.48,14.0,16.0,0.47,36.0,41.0,0.47,4.0,6.0,0.4,1.0,2.0,0.33,1.0,1.0,0.5,1.0,9.0,0.1,4.0,18.0,0.18,77.0,28.0,0.73,19.0,76.0,0.2,52.0,49.0,0.51,9.0,3.0,0.75,DanielEvans,27.0,-,Evans Daniel,Great Britain,1585
5550,Alessandro,Giannessi,Alessandro Giannessi,30/05/90,ITA,185.0,,L,2.0,t,2008.0,"$922,764",https://en.wikipedia.org/wiki/Alessandro_Giannessi,32 years 5 mons,,,84.0,24/07/17,610.0,24/07/17,172.0,1698.0,130.0,31/07/17,1776.0,24/07/17,,0,0,0,0,0,0,0,0,0,5550.0,13.0,21.0,0.38,1.0,3.0,0.25,,,0.0,,,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,11.0,16.0,0.41,1.0,0.0,1.0,,,0.0,12.0,18.0,0.4,1.0,3.0,0.25,2.0,6.0,0.25,11.0,15.0,0.42,,,0.0,,,0.0,13.0,18.0,0.42,0.0,3.0,0.0,8.0,8.0,0.5,1.0,1.0,0.5,,,0.0,,,0.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,2.0,0.8,5.0,19.0,0.21,9.0,11.0,0.45,2.0,,1.0,AlessandroGiannessi,264.0,3,Giannessi Alessandro,Italy,199
5564,Ricardas,Berankis,Ricardas Berankis,21/06/90,LTU,175.0,,R,2.0,t,2007.0,"$3,754,560",https://en.wikipedia.org/wiki/Ricardas_Berankis,32 years 4 mons 9 days,,,50.0,23/05/16,909.0,08/02/21,98.0,1822.0,50.0,15/04/13,1914.0,08/02/13,,0,0,0,0,0,0,0,0,0,5564.0,120.0,140.0,0.46,19.0,33.0,0.37,,,0.0,,,0.0,3.0,11.0,0.21,0.0,1.0,0.0,10.0,21.0,0.32,64.0,69.0,0.48,24.0,5.0,0.83,,,0.0,82.0,103.0,0.44,38.0,37.0,0.51,102.0,96.0,0.52,12.0,27.0,0.31,4.0,17.0,0.19,1.0,0.0,1.0,84.0,110.0,0.43,36.0,30.0,0.55,37.0,47.0,0.44,6.0,4.0,0.6,0.0,2.0,0.0,0.0,4.0,0.0,1.0,6.0,0.14,2.0,14.0,0.13,93.0,25.0,0.79,27.0,114.0,0.19,60.0,60.0,0.5,5.0,8.0,0.38,BerankisRicardas,170.0,2,Berankis Ricardas,Lithuania,339
5565,Vasek,Pospisil,Vasek Pospisil,23/06/90,CAN,194.0,,R,2.0,t,2007.0,"US$ 6,554,486",https://en.wikipedia.org/wiki/Vasek_Pospisil,32 years 4 mons 7 days,,,25.0,27/01/14,1359.0,27/01/14,55.0,1903.0,30.0,08/02/21,1987.0,16/11/20,419.0,3,0,0,0,0,0,0,0,0,5565.0,129.0,166.0,0.44,18.0,31.0,0.37,,,0.0,,,0.0,27.0,40.0,0.4,0.0,2.0,0.0,17.0,26.0,0.4,55.0,56.0,0.5,12.0,11.0,0.52,,,0.0,102.0,127.0,0.45,27.0,39.0,0.41,109.0,117.0,0.48,1.0,19.0,0.05,19.0,29.0,0.4,0.0,1.0,0.0,91.0,132.0,0.41,38.0,34.0,0.53,41.0,54.0,0.43,8.0,6.0,0.57,0.0,3.0,0.0,1.0,5.0,0.17,3.0,18.0,0.14,7.0,33.0,0.18,106.0,35.0,0.75,23.0,131.0,0.15,77.0,89.0,0.46,10.0,14.0,0.42,PospisilVasek,115.0,3,Pospisil Vasek,Canada,490
5571,Dusan,Lajovic,Dusan Lajovic,30/06/90,SRB,183.0,,R,1.0,t,2007.0,"US$ 6,844,789",https://en.wikipedia.org/wiki/Dusan_Lajovic,32 years 4 mons,33.0,1591.0,23.0,29/04/19,1895.0,15/03/21,91.0,1838.0,35.0,22/04/19,1962.0,22/04/19,403.0,3,0,1,0,0,0,0,0,0,5571.0,151.0,193.0,0.44,24.0,30.0,0.44,,,0.0,,,0.0,25.0,36.0,0.41,,,0.0,21.0,28.0,0.43,66.0,86.0,0.43,10.0,8.0,0.56,5.0,5.0,0.5,123.0,156.0,0.44,28.0,37.0,0.43,64.0,95.0,0.4,81.0,83.0,0.49,5.0,14.0,0.26,,,0.0,135.0,161.0,0.46,16.0,32.0,0.33,48.0,56.0,0.46,3.0,11.0,0.21,1.0,1.0,0.5,0.0,3.0,0.0,2.0,11.0,0.15,5.0,21.0,0.19,127.0,38.0,0.77,24.0,155.0,0.13,56.0,81.0,0.41,5.0,7.0,0.42,DusanLajovic,100.0,1,Lajovic Dusan,Serbia,566
5601,Norbert,Gombos,Norbert Gombos,13/08/90,SVK,193.0,,R,2.0,t,2009.0,"$1,743,817",https://en.wikipedia.org/wiki/Norbert_Gombos,32 years 2 mons 17 days,,,80.0,02/10/17,912.0,31/05/21,126.0,1767.0,88.0,16/11/20,1837.0,09/11/20,,0,0,0,0,0,0,0,0,0,5601.0,22.0,49.0,0.31,3.0,10.0,0.23,,,0.0,,,0.0,2.0,4.0,0.33,0.0,1.0,0.0,2.0,3.0,0.4,12.0,22.0,0.35,3.0,9.0,0.25,,,0.0,17.0,35.0,0.33,5.0,14.0,0.26,11.0,31.0,0.26,11.0,13.0,0.46,0.0,5.0,0.0,,,0.0,16.0,36.0,0.31,6.0,13.0,0.32,8.0,12.0,0.4,0.0,2.0,0.0,,,0.0,,,0.0,,,0.0,0.0,3.0,0.0,17.0,8.0,0.68,5.0,41.0,0.11,17.0,21.0,0.45,3.0,,1.0,GombosNorbert,110.0,2,Gombos Norbert,Slovakia,514
5621,Mohamed,Safwat,Mohamed Safwat,19/09/90,EGY,180.0,,R,2.0,t,2008.0,"$ 809,919",https://en.wikipedia.org/wiki/Mohamed_Safwat,32 years 1 mon 11 days,,,130.0,10/02/20,463.0,25/01/21,,,176.0,13/01/20,1694.0,21/09/18,,0,0,0,0,0,0,0,0,0,5621.0,9.0,23.0,0.28,0.0,3.0,0.0,,,0.0,,,0.0,,,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,6.0,0.25,7.0,10.0,0.41,,,0.0,7.0,13.0,0.35,2.0,10.0,0.17,4.0,13.0,0.24,3.0,7.0,0.3,1.0,1.0,0.5,0.0,1.0,0.0,9.0,22.0,0.29,0.0,1.0,0.0,2.0,6.0,0.25,0.0,1.0,0.0,,,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,9.0,0.44,2.0,14.0,0.13,8.0,6.0,0.57,2.0,,1.0,MohamedSafwat,667.0,4,Safwat Mohamed,Egypt,38
5629,Blaz,Rola,Blaz Rola,05/10/90,SLO,193.0,,L,2.0,t,,"$890,002",https://en.wikipedia.org/wiki/Blaz_Rola,32 years 25 days,,,78.0,05/01/15,669.0,21/07/14,,,138.0,07/06/15,1751.0,07/07/14,,0,0,0,0,0,0,0,0,0,5629.0,13.0,22.0,0.37,2.0,6.0,0.25,,,0.0,,,0.0,0.0,1.0,0.0,,,0.0,2.0,2.0,0.5,5.0,9.0,0.36,4.0,4.0,0.5,,,0.0,9.0,15.0,0.38,4.0,7.0,0.36,4.0,9.0,0.31,8.0,9.0,0.47,1.0,4.0,0.2,,,0.0,13.0,21.0,0.38,0.0,1.0,0.0,2.0,5.0,0.29,0.0,1.0,0.0,,,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,0.92,2.0,21.0,0.09,8.0,11.0,0.42,2.0,2.0,0.5,BlazRola,1116.0,219,Rola Blaz,Slovenia,7
5630,Federico,Delbonis,Federico Delbonis,05/10/90,ARG,193.0,,L,2.0,t,2007.0,"US$4,992,551",https://en.wikipedia.org/wiki/Federico_Delbonis,32 years 25 days,44.0,1327.0,33.0,09/05/16,1435.0,19/07/21,95.0,1831.0,41.0,11/04/16,1953.0,11/04/16,354.0,4,0,2,0,0,0,0,0,0,5630.0,153.0,177.0,0.46,11.0,29.0,0.28,,,0.0,,,0.0,21.0,34.0,0.38,0.0,1.0,0.0,25.0,20.0,0.56,91.0,90.0,0.5,5.0,3.0,0.63,,,0.0,137.0,145.0,0.49,16.0,32.0,0.33,26.0,69.0,0.27,127.0,98.0,0.56,0.0,10.0,0.0,,,0.0,142.0,158.0,0.47,11.0,19.0,0.37,49.0,57.0,0.46,4.0,5.0,0.44,2.0,2.0,0.5,0.0,3.0,0.0,2.0,12.0,0.14,3.0,19.0,0.14,122.0,23.0,0.84,31.0,154.0,0.17,72.0,88.0,0.45,5.0,10.0,0.33,DelbonisFederico,125.0,-,Delbonis Federico,Argentina,456
5636,Cedrik Marcel,Stebe,Cedrik Marcel Stebe,09/10/90,GER,183.0,,L,2.0,t,2010.0,"$1,332,323",https://en.wikipedia.org/w?search=Cedrik_Marcel_Stebe,32 years 21 days,,,71.0,13/02/12,688.0,30/01/12,133.0,1759.0,85.0,21/09/12,1834.0,21/09/12,,0,0,0,0,0,0,0,0,0,5636.0,31.0,49.0,0.39,4.0,13.0,0.24,,,0.0,,,0.0,1.0,2.0,0.33,,,0.0,3.0,4.0,0.43,20.0,29.0,0.41,3.0,1.0,0.75,,,0.0,25.0,35.0,0.42,6.0,14.0,0.3,11.0,25.0,0.31,18.0,17.0,0.51,2.0,7.0,0.22,,,0.0,28.0,43.0,0.39,3.0,6.0,0.33,11.0,9.0,0.55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,25.0,6.0,0.81,6.0,43.0,0.12,10.0,9.0,0.53,1.0,1.0,0.5,CedrikMarcelStebe,,,,,
5663,David,Goffin,David Goffin,07/12/90,BEL,180.0,,R,2.0,t,2009.0,"US$15,201,381 39th all-time in earnings",https://en.wikipedia.org/wiki/David_Goffin,31 years 10 mons 23 days,39.0,1476.0,7.0,20/11/17,3775.0,20/11/17,52.0,1919.0,8.0,21/05/18,2165.0,01/12/17,124.0,26,0,5,0,0,0,0,0,0,5663.0,291.0,197.0,0.6,57.0,35.0,0.62,3.0,3.0,0.5,,,0.0,78.0,59.0,0.57,2.0,2.0,0.5,50.0,35.0,0.59,74.0,58.0,0.56,24.0,4.0,0.86,3.0,1.0,0.75,213.0,159.0,0.57,78.0,38.0,0.67,190.0,125.0,0.6,76.0,51.0,0.6,24.0,20.0,0.55,,,0.0,233.0,153.0,0.6,58.0,44.0,0.57,93.0,53.0,0.64,13.0,5.0,0.72,5.0,9.0,0.36,2.0,7.0,0.22,8.0,33.0,0.2,17.0,53.0,0.24,222.0,31.0,0.88,69.0,166.0,0.29,92.0,96.0,0.49,12.0,10.0,0.55,DavidGoffin,53.0,-,Goffin David,Belgium,870
5670,Milos,Raonic,Milos Raonic,27/12/90,CAN,196.0,98.0,R,2.0,t,2008.0,"US$ 20,207,052 22nd all-time leader in earnings",https://en.wikipedia.org/wiki/Milos_Raonic,31 years 10 mons 3 days,70.0,884.0,3.0,21/11/16,5450.0,21/11/16,11.0,2077.0,5.0,11/07/16,2269.0,11/07/16,67.0,55,0,8,0,0,0,0,0,0,5670.0,372.0,173.0,0.68,91.0,34.0,0.73,2.0,4.0,0.33,,,0.0,122.0,66.0,0.65,1.0,1.0,0.5,65.0,32.0,0.67,74.0,30.0,0.71,16.0,5.0,0.76,1.0,1.0,0.5,265.0,135.0,0.66,107.0,38.0,0.74,258.0,115.0,0.69,65.0,37.0,0.64,49.0,21.0,0.7,,,0.0,307.0,141.0,0.69,65.0,32.0,0.67,80.0,61.0,0.57,9.0,8.0,0.53,8.0,14.0,0.36,0.0,10.0,0.0,11.0,40.0,0.22,30.0,65.0,0.32,326.0,47.0,0.87,46.0,126.0,0.27,231.0,146.0,0.61,26.0,13.0,0.67,MilosRaonic,,,,,
5709,Andrey,Kuznetsov,Andrey Kuznetsov,22/02/91,RUS,183.0,,R,2.0,t,2009.0,"$2,866,103",https://en.wikipedia.org/wiki/Andrey_Kuznetsov_(tennis),31 years 8 mons 8 days,,,39.0,25/04/16,1093.0,11/07/16,,,30.0,23/09/16,1998.0,23/09/16,,0,0,0,0,0,0,0,0,0,5709.0,78.0,99.0,0.44,18.0,20.0,0.47,,,0.0,,,0.0,8.0,14.0,0.36,0.0,1.0,0.0,8.0,15.0,0.35,37.0,49.0,0.43,7.0,0.0,1.0,,,0.0,54.0,79.0,0.41,24.0,20.0,0.55,41.0,48.0,0.46,30.0,38.0,0.44,7.0,13.0,0.35,,,0.0,68.0,75.0,0.48,10.0,24.0,0.29,18.0,30.0,0.38,3.0,5.0,0.38,,,0.0,0.0,2.0,0.0,1.0,10.0,0.09,2.0,17.0,0.11,64.0,17.0,0.79,13.0,82.0,0.14,36.0,39.0,0.48,3.0,4.0,0.43,AndreyKuznetsov,446.0,26,Kuznetsov Andrey,Russia,94
5718,Pierre Hugues,Herbert,Pierre Hugues Herbert,18/03/91,FRA,188.0,,R,2.0,t,2010.0,"US$8,088,802",https://en.wikipedia.org/w?search=Pierre_Hugues_Herbert,31 years 7 mons 12 days,,,36.0,11/02/19,1168.0,24/06/19,79.0,1851.0,32.0,24/06/19,1989.0,24/06/19,,0,0,0,0,0,0,0,0,0,5718.0,95.0,120.0,0.44,16.0,26.0,0.38,,,0.0,,,0.0,15.0,28.0,0.35,,,0.0,13.0,15.0,0.46,51.0,50.0,0.5,0.0,1.0,0.0,,,0.0,79.0,94.0,0.46,16.0,26.0,0.38,64.0,82.0,0.44,17.0,23.0,0.43,14.0,15.0,0.48,,,0.0,65.0,82.0,0.44,30.0,38.0,0.44,30.0,42.0,0.42,4.0,7.0,0.36,0.0,4.0,0.0,,,0.0,1.0,7.0,0.13,4.0,16.0,0.2,74.0,22.0,0.77,21.0,98.0,0.18,57.0,69.0,0.45,7.0,8.0,0.47,HerbertHuguesPierre,,,,,
5743,Sandro,Ehrat,Sandro Ehrat,18/04/91,SUI,180.0,,R,2.0,t,,"$129,286",https://en.wikipedia.org/wiki/Sandro_Ehrat,31 years 6 mons 12 days,,,286.0,09/09/19,149.0,06/05/13,,,,,,,,0,0,0,0,0,0,0,0,0,5743.0,1.0,5.0,0.17,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,3.0,0.0,1.0,2.0,0.33,,,0.0,1.0,4.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.2,,,0.0,,,0.0,1.0,5.0,0.17,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.0,1.0,0.5,0.0,4.0,0.0,1.0,3.0,0.25,,,0.0,EhratSandro,,,,,
5763,Grigor,Dimitrov,Grigor Dimitrov,16/05/91,BUL,191.0,80.0,R,1.0,t,2008.0,"US$19,948,017",https://en.wikipedia.org/wiki/Grigor_Dimitrov,31 years 5 mons 14 days,28.0,1801.0,3.0,20/11/17,5150.0,20/11/17,23.0,2028.0,6.0,29/01/18,2203.0,19/02/18,87.0,41,0,8,2,0,1,0,1,0,5763.0,345.0,230.0,0.6,70.0,44.0,0.61,5.0,0.0,1.0,,,0.0,102.0,75.0,0.58,1.0,2.0,0.33,59.0,48.0,0.55,98.0,59.0,0.62,8.0,1.0,0.89,2.0,1.0,0.67,267.0,185.0,0.59,78.0,45.0,0.63,233.0,148.0,0.61,74.0,55.0,0.57,36.0,27.0,0.57,2.0,0.0,1.0,274.0,186.0,0.6,71.0,44.0,0.62,114.0,82.0,0.58,10.0,9.0,0.53,8.0,7.0,0.53,1.0,11.0,0.08,15.0,39.0,0.28,28.0,67.0,0.29,272.0,51.0,0.84,73.0,179.0,0.29,145.0,136.0,0.52,21.0,15.0,0.58,DimitrovGrigor,28.0,-,Dimitrov Grigor,Bulgaria,1460
5793,Pablo,Carreno Busta,Pablo Carreno Busta,12/07/91,ESP,188.0,,R,2.0,t,2009.0,"US$ 11,810,701",https://en.wikipedia.org/wiki/Pablo_Carreno_Busta,31 years 3 mons 18 days,20.0,2230.0,10.0,11/09/17,3325.0,23/08/21,15.0,2059.0,10.0,31/07/21,2121.0,22/08/21,163.0,17,0,6,0,0,0,0,0,0,5793.0,229.0,183.0,0.56,47.0,31.0,0.6,0.0,2.0,0.0,,,0.0,42.0,45.0,0.48,5.0,1.0,0.83,36.0,30.0,0.55,95.0,69.0,0.58,2.0,4.0,0.33,2.0,1.0,0.67,181.0,149.0,0.55,48.0,34.0,0.59,123.0,95.0,0.56,102.0,78.0,0.57,4.0,10.0,0.29,,,0.0,199.0,153.0,0.57,30.0,30.0,0.5,61.0,70.0,0.47,5.0,10.0,0.33,6.0,4.0,0.6,2.0,3.0,0.4,4.0,24.0,0.14,9.0,38.0,0.19,197.0,50.0,0.8,30.0,133.0,0.18,99.0,88.0,0.53,16.0,9.0,0.64,BustaCarrenoPablo,13.0,-,Pablo Carreno Busta,Spain,2495
