player_id,first_name,last_name,dob,dod,country_id,birthplace,height,weight,hand,backhand,active,turned_pro,coach,prize_money,nicknames,name,age,current_rank,current_rank_points,best_rank,best_rank_date,best_rank_points,best_rank_points_date,current_elo_rank,current_elo_rating,best_elo_rank,best_elo_rank_date,best_elo_rating,best_elo_rating_date,goat_rank,goat_points,weeks_at_no1,titles,big_titles,grand_slams,tour_finals,alt_finals,masters,olympics
45306,Rudolf,Molleker,2000-10-26,,GER,,185.0,,R,2,True,2017.0,,"$415,420",,Rudolf Molleker,8069 days,,,146.0,2019-07-29,382.0,2019-06-10,,,169.0,2019-07-29,1706.0,2019-07-29,,0.0,0.0,0,0,0,0,0,0,0
11127,Christopher,Eubanks,1996-05-05,,USA,,,,R,1,True,,,"$654,347",,Christopher Eubanks,9700 days,,,147.0,2019-04-15,385.0,2021-10-18,180.0,1659.0,179.0,2021-11-08,1662.0,2019-07-22,,0.0,0.0,0,0,0,0,0,0,0
6277,Luke,Saville,1994-02-01,,AUS,,188.0,,R,2,True,2012.0,,"$1,055,879",,Luke Saville,10523 days,,,152.0,2015-02-23,331.0,2015-02-23,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
6269,Mitchell,Krueger,1994-01-12,,USA,,188.0,,R,2,True,2012.0,,"$820,175",,Mitchell Krueger,10543 days,,,147.0,2021-10-25,462.0,2021-09-20,,,180.0,2021-07-19,1681.0,2021-07-19,,0.0,0.0,0,0,0,0,0,0,0
6160,Gonzalo,Lama,1993-04-27,,CHI,,,,R,2,True,2013.0,,"$199,771",,Gonzalo Lama,10802 days,,,160.0,2016-06-20,348.0,2016-08-15,,,131.0,2016-07-22,1777.0,2016-07-22,,0.0,0.0,0,0,0,0,0,0,0
22510,Juan Pablo,Varillas Patino Samudio,1995-10-06,,PER,,,,R,2,True,2013.0,,"$221,314",,Juan Pablo Varillas Patino Samudio,9914 days,,,117.0,2021-09-27,691.0,2021-09-27,154.0,1731.0,144.0,2021-04-04,1741.0,2021-03-15,,0.0,0.0,0,0,0,0,0,0,0
11550,Stefan,Kozlov,1998-02-01,,USA,,183.0,,R,2,True,2013.0,,"$512,212",,Stefan Kozlov,9063 days,,,115.0,2017-02-20,509.0,2017-03-06,,,157.0,2017-06-26,1738.0,2017-06-26,,0.0,0.0,0,0,0,0,0,0,0
26430,Johan,Nikles,1997-03-23,,SUI,,173.0,,R,2,True,,,"$79,978",,Johan Nikles,9377 days,,,328.0,2021-10-04,147.0,2021-10-04,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5709,Andrey,Kuznetsov,1991-02-22,,RUS,,183.0,,R,2,True,2009.0,,"$2,866,103",,Andrey Kuznetsov,11595 days,,,39.0,2016-04-25,1093.0,2016-07-11,,,30.0,2016-09-23,1998.0,2016-09-23,,0.0,0.0,0,0,0,0,0,0,0
6030,Nicolas,Kicker,1992-08-16,,ARG,,,,R,1,True,2009.0,,"US$853,577",,Nicolas Kicker,11059 days,,,78.0,2017-06-12,684.0,2018-05-14,,,92.0,2017-07-31,1841.0,2017-07-31,,0.0,0.0,0,0,0,0,0,0,0
5629,Blaz,Rola,1990-10-05,,SLO,,193.0,,L,2,True,,,"$890,002",,Blaz Rola,11740 days,,,78.0,2015-01-05,669.0,2014-07-21,,,138.0,2015-06-07,1751.0,2014-07-07,,0.0,0.0,0,0,0,0,0,0,0
6061,Jozef,Kovalik,1992-11-04,,SVK,,182.0,,R,2,True,2010.0,,"$1,303,365",,Jozef Kovalik,10980 days,,,80.0,2018-10-22,701.0,2018-07-30,151.0,1735.0,119.0,2018-07-30,1806.0,2018-07-30,,0.0,0.0,0,0,0,0,0,0,0
5351,Jason,Jung,1989-06-15,,TPE,,178.0,,R,2,True,2011.0,,"$862,788",,Jason Jung,12214 days,,,114.0,2018-07-30,500.0,2021-01-04,166.0,1705.0,134.0,2020-02-17,1778.0,2020-02-17,,0.0,0.0,0,0,0,0,0,0,0
23846,Eduardo,Nava,1997-03-11,,USA,,,,R,,True,,,,,Eduardo Nava,9389 days,,,905.0,2015-04-27,15.0,2015-04-13,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
45159,Trent,Bryde,1999-08-24,,USA,,,,R,,True,,,,,Trent Bryde,8496 days,,,625.0,2018-12-31,16.0,2018-11-19,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
45238,August,Holmgren,1998-04-22,,DEN,,,,R,,True,,,,,August Holmgren,8982 days,,,1053.0,2019-10-21,7.0,2019-08-19,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
47182,Alastair,Gray,1998-06-22,,GBR,,,,R,,True,,,,,Alastair Gray,8922 days,,,986.0,2017-10-30,11.0,2017-10-23,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
52843,Alibek,Kachmazov,2002-08-17,,RUS,,,,,,True,,,,,Alibek Kachmazov,7408 days,,,782.0,2020-12-07,22.0,2020-12-07,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
53705,Hamad,Medjedovic,,,SRB,,,,,,True,,,,,Hamad Medjedovic,,,,1318.0,2020-03-09,3.0,2020-03-09,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
54430,Leo,Borg,2003-05-15,,SWE,,,,,,True,,,,,Leo Borg,7135 days,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
54470,Lukas,Neumayer,,,AUT,,,,,,True,,,,,Lukas Neumayer,,,,1888.0,2021-01-25,1.0,2021-01-25,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
54483,Marko,Topo,2003-09-13,,SRB,,,,,,True,,,,,Marko Topo,7016 days,,,1448.0,2020-10-19,2.0,2020-10-19,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
52873,Zachary,Svajda,2002-11-29,,USA,,,,,,True,,,,,Zachary Svajda,7305 days,,,434.0,2021-10-04,90.0,2021-09-20,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
6339,Pedja,Krstin,1994-09-03,,SRB,,183.0,,R,2,True,,,"$449,594",,Pedja Krstin,10311 days,,,159.0,2016-05-09,356.0,2016-04-04,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
52222,Timofey,Skatov,2001-01-21,,RUS,,173.0,,R,2,True,,,"$55,508",,Timofey Skatov,7979 days,,,262.0,2021-11-08,229.0,2021-09-27,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5621,Mohamed,Safwat,1990-09-19,,EGY,,180.0,,R,2,True,2008.0,,"$ 809,919",,Mohamed Safwat,11755 days,,,130.0,2020-02-10,463.0,2021-01-25,,,176.0,2020-01-13,1694.0,2018-09-21,,0.0,0.0,0,0,0,0,0,0,0
45533,Nicolas,Mejia,2000-02-11,,COL,,185.0,,R,2,True,,,"$45,570",,Nicolas Mejia,8322 days,,,274.0,2021-10-25,206.0,2021-10-25,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
52294,Facundo,Diaz Acosta,2000-12-15,,ARG,,183.0,,L,2,True,2018.0,,"$56,790",,Facundo Diaz Acosta,8015 days,,,338.0,2021-10-18,135.0,2021-10-18,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
6354,Ramkumar,Ramanathan,1994-11-08,,IND,,188.0,,R,2,True,2009.0,,"$907,791",,Ramkumar Ramanathan,10246 days,,,111.0,2018-07-30,495.0,2018-04-23,167.0,1705.0,116.0,2018-07-23,1808.0,2018-07-23,,0.0,0.0,0,0,0,0,0,0,0
25923,Nino,Serdarusic,1996-12-13,,CRO,,191.0,,R,2,True,2014.0,,"$256,310",,Nino Serdarusic,9477 days,,,192.0,2018-08-06,300.0,2018-05-14,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5897,Andrea,Collarini,1992-01-31,,ARG,,185.0,,L,2,True,2010.0,,"$ 395,687",,Andrea Collarini,11254 days,,,186.0,2014-06-09,366.0,2021-08-09,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
17199,Cem,Ilkel,1995-08-21,,TUR,,185.0,,R,2,True,2013.0,,"$506,698",,Cem Ilkel,9959 days,,,145.0,2021-11-08,467.0,2021-11-08,,,182.0,2020-01-13,1648.0,2017-02-10,,0.0,0.0,0,0,0,0,0,0,0
27140,Borna,Gojo,1998-02-27,,CRO,,196.0,,R,2,True,,,"$175,166",,Borna Gojo,9035 days,,,208.0,2021-09-20,319.0,2021-09-20,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5201,Ernests,Gulbis,1988-08-30,,LAT,,191.0,,R,2,True,2004.0,,"US$7,563,953",,Ernests Gulbis,12505 days,,,10.0,2014-06-09,2725.0,2014-06-09,,,10.0,2014-06-09,2167.0,2014-06-09,215.0,10.0,0.0,6,0,0,0,0,0,0
51385,Giulio,Zeppieri,2001-12-07,,ITA,,183.0,,L,2,True,2019.0,,"$87,561",,Giulio Zeppieri,7658 days,,,239.0,2021-11-01,265.0,2021-08-30,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5919,Roberto,Quiroz,1992-02-23,,ECU,,,,L,2,True,2014.0,,"$349,848",,Roberto Quiroz,11230 days,,,172.0,2019-03-18,311.0,2018-10-22,144.0,1743.0,136.0,2021-04-18,1749.0,2021-01-11,,0.0,0.0,0,0,0,0,0,0,0
11176,Hyeon,Chung,1996-05-19,,KOR,,188.0,,R,2,True,2014.0,,"US$3,690,947",,Hyeon Chung,9686 days,,,19.0,2018-04-02,1897.0,2018-04-02,,,21.0,2018-04-02,2049.0,2018-05-07,491.0,2.0,0.0,0,0,0,0,0,0,0
4914,Leonardo,Mayer,1987-05-15,,ARG,,191.0,,R,1,True,2003.0,,"US$7,035,089",,Leonardo Mayer,12975 days,,,21.0,2015-06-22,1605.0,2015-06-29,,,28.0,2014-08-11,1999.0,2014-09-19,325.0,5.0,0.0,2,0,0,0,0,0,0
5034,Lukas,Lacko,1987-11-03,,SVK,,185.0,,R,2,True,2005.0,,"US$3,496,356",,Lukas Lacko,12806 days,,,44.0,2013-01-14,917.0,2013-01-14,,,60.0,2012-02-06,1886.0,2012-02-06,,0.0,0.0,0,0,0,0,0,0,0
6044,Jack,Sock,1992-09-24,,USA,,185.0,,R,2,True,2011.0,,"US$11,047,624",,Jack Sock,11020 days,,,8.0,2017-11-20,3165.0,2017-11-20,66.0,1884.0,13.0,2017-03-20,2144.0,2017-04-03,212.0,10.0,0.0,4,1,0,0,0,1,0
33081,Yosuke,Watanuki,1998-04-12,,JPN,,178.0,,R,2,True,,,"$257,246",,Yosuke Watanuki,8992 days,,,171.0,2019-03-18,296.0,2019-03-04,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5333,Thomas,Fabbiano,1989-05-26,,ITA,,173.0,,R,2,True,2005.0,,"US$2,258,656",,Thomas Fabbiano,12234 days,,,70.0,2017-09-18,715.0,2017-09-25,142.0,1744.0,100.0,2019-07-15,1840.0,2019-07-15,,0.0,0.0,0,0,0,0,0,0,0
5991,Constant,Lestienne,1992-05-23,,FRA,,,,R,2,True,2012.0,,"$529,337",,Constant Lestienne,11142 days,,,142.0,2019-01-14,384.0,2019-01-07,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
26647,Max,Purcell,1998-04-03,,AUS,,185.0,,R,2,True,,,"$ 696,852",,Max Purcell,9001 days,,,175.0,2021-10-18,404.0,2021-09-27,122.0,1780.0,121.0,2021-09-27,1788.0,2021-08-29,,0.0,0.0,0,0,0,0,0,0,0
10514,Kevin,King,1991-02-28,,USA,,190.0,,L,,True,,,"$311,198",,Kevin King,11589 days,,,162.0,2018-05-07,349.0,2018-05-07,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
11769,Nicolas,Jarry,1995-10-11,,CHI,,198.0,,R,2,True,2014.0,,"US$2,177,245",,Nicolas Jarry,9909 days,,,38.0,2019-07-22,1135.0,2019-07-22,101.0,1820.0,45.0,2019-07-22,1939.0,2019-07-22,510.0,1.0,0.0,1,0,0,0,0,0,0
45336,Jurij,Rodionov,1999-05-16,,AUT,,191.0,,L,2,True,2017.0,,"$415,094",,Jurij Rodionov,8594 days,,,131.0,2021-10-25,579.0,2021-06-14,140.0,1748.0,118.0,2021-06-15,1790.0,2021-06-15,,0.0,0.0,0,0,0,0,0,0,0
44899,Yshai,Oliel,2000-01-05,,ISR,,,,L,2,True,,,"$10,406",,Yshai Oliel,8360 days,,,366.0,2021-11-08,117.0,2021-10-18,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5056,Andrea,Arnaboldi,1987-12-27,,ITA,,175.0,,L,1,True,2006.0,,"$872,675",,Andrea Arnaboldi,12748 days,,,153.0,2015-10-12,367.0,2015-10-26,,,146.0,2016-07-18,1751.0,2016-07-18,,0.0,0.0,0,0,0,0,0,0,0
26212,Hugo,Grenier,1996-03-23,,FRA,,196.0,,R,2,True,,,"$163,532",,Hugo Grenier,9742 days,,,183.0,2021-11-01,371.0,2021-10-18,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
23628,Altug,Celikbilek,1996-09-07,,TUR,,183.0,,R,2,True,,,"$231,515",,Altug Celikbilek,9577 days,,,160.0,2021-11-01,428.0,2021-10-18,173.0,1698.0,158.0,2021-02-22,1711.0,2021-01-12,,0.0,0.0,0,0,0,0,0,0,0
5501,Alexander,Sarkissian,1990-04-03,,USA,,,,R,2,True,2014.0,,"$263,698",,Alexander Sarkissian,11921 days,,,157.0,2016-04-04,362.0,2016-04-04,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
17201,Harry,Bourchier,1996-01-24,,AUS,,185.0,,R,2,True,,,"$153,136",,Harry Bourchier,9801 days,,,279.0,2020-01-13,145.0,2021-02-08,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
53113,Dominic Stephan,Stricker,2002-08-16,,SUI,,,,L,2,True,,,"$71,630",,Dominic Stephan Stricker,7409 days,,,243.0,2021-11-08,240.0,2021-11-08,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
11548,Sumit,Nagal,1997-08-16,,IND,,178.0,,R,2,True,2015.0,,"$556,964",,Sumit Nagal,9234 days,,,122.0,2020-08-24,548.0,2021-04-12,176.0,1688.0,159.0,2021-03-08,1706.0,2021-03-08,,0.0,0.0,0,0,0,0,0,0,0
51796,Emilio,Nava,2001-12-02,,USA,,183.0,,R,2,True,2018.0,,"US$44,411",,Emilio Nava,7667 days,,,332.0,2021-11-08,141.0,2021-11-08,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
3333,Ivo,Karlovic,1979-02-28,,CRO,,211.0,,R,1,True,2000.0,,"US$10,151,122",,Ivo Karlovic,15969 days,,,14.0,2008-08-18,2295.0,2009-01-12,125.0,1771.0,17.0,2007-11-04,2061.0,2007-11-04,144.0,22.0,0.0,8,0,0,0,0,0,0
11483,Noah,Rubin,1996-02-21,,USA,,,,R,2,True,2015.0,,"$754,745",,Noah Rubin,9772 days,,,125.0,2018-10-08,456.0,2018-10-08,,,132.0,2018-08-13,1788.0,2018-08-06,,0.0,0.0,0,0,0,0,0,0,0
6096,Filip,Horansky,1993-01-07,,SVK,,191.0,,R,2,True,,,"$380,674",,Filip Horansky,10913 days,,,161.0,2019-05-20,413.0,2021-03-01,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5636,Cedrik Marcel,Stebe,1990-10-09,,GER,,183.0,,L,2,True,2010.0,,"$1,332,323",,Cedrik Marcel Stebe,11736 days,,,71.0,2012-02-13,688.0,2012-01-30,133.0,1759.0,85.0,2012-09-21,1834.0,2012-09-21,,0.0,0.0,0,0,0,0,0,0,0
11487,Thai Son,Kwiatkowski,1995-02-13,,USA,,,,R,2,True,2017.0,,"$ 363,218",,Thai Son Kwiatkowski,10144 days,,,181.0,2020-02-03,314.0,2021-05-24,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5430,John Patrick,Smith,1989-12-04,,AUS,,,,L,2,True,,,"$1,467,292",,John Patrick Smith,12045 days,,,108.0,2015-09-28,490.0,2015-09-14,,,168.0,2016-02-22,1708.0,2016-02-22,,0.0,0.0,0,0,0,0,0,0,0
32470,Nuno,Borges,1997-02-19,,POR,,185.0,,R,,True,,,"$79,188",,Nuno Borges,9408 days,,,256.0,2021-11-08,225.0,2021-09-13,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
6274,Mathias,Bourgue,1994-01-18,,FRA,,188.0,,R,2,True,,,"$710,792",,Mathias Bourgue,10537 days,,,140.0,2017-04-24,415.0,2017-04-24,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
44591,Marc Andrea,Huesler,1996-06-24,,SUI,,196.0,,L,2,True,2016.0,,"$174,902",,Marc Andrea Huesler,9650 days,,,142.0,2021-01-25,498.0,2021-04-12,161.0,1720.0,133.0,2021-04-04,1756.0,2020-11-16,,0.0,0.0,0,0,0,0,0,0,0
6314,Christian,Harrison,1994-05-29,,USA,,180.0,,R,2,True,2007.0,,"$442,368",,Christian Harrison,10406 days,,,198.0,2018-07-02,293.0,2018-07-23,158.0,1723.0,148.0,2021-03-01,1729.0,2021-01-11,,0.0,0.0,0,0,0,0,0,0,0
26648,Aleksandar,Vukic,1996-04-06,,AUS,,188.0,,R,2,True,,,"$295,611",,Aleksandar Vukic,9728 days,,,172.0,2021-11-08,399.0,2021-11-08,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
4459,Dustin,Brown,1984-12-08,,GER,,196.0,,R,2,True,2002.0,,"US$3,032,697",,Dustin Brown,13862 days,,,64.0,2016-10-10,778.0,2016-10-03,,,51.0,2017-01-09,1916.0,2016-07-25,,0.0,0.0,0,0,0,0,0,0,0
6107,Taro,Daniel,1993-01-27,,JPN,,191.0,,R,2,True,,,"US$2,089,763",,Taro Daniel,10893 days,,,64.0,2018-08-27,834.0,2018-08-27,149.0,1736.0,77.0,2018-08-27,1882.0,2018-08-27,510.0,1.0,0.0,1,0,0,0,0,0,0
5929,Federico,Gaio,1992-03-05,,ITA,,180.0,,R,1,True,2009.0,,"$821,175",,Federico Gaio,11220 days,,,124.0,2020-02-03,548.0,2021-05-10,186.0,1627.0,183.0,2021-03-08,1634.0,2021-04-26,,0.0,0.0,0,0,0,0,0,0,0
5403,Andrej,Martin,1989-09-20,,SVK,,183.0,,R,2,True,2005.0,,"$ 1,320,907",,Andrej Martin,12119 days,,,93.0,2020-02-10,768.0,2021-04-12,129.0,1767.0,83.0,2016-08-15,1850.0,2016-08-15,,0.0,0.0,0,0,0,0,0,0,0
4794,Denis,Istomin,1986-09-07,,UZB,,188.0,,R,2,True,2004.0,,"US$ 6,173,069",,Denis Istomin,13227 days,,,33.0,2012-08-13,1217.0,2012-08-06,171.0,1700.0,31.0,2014-07-14,1987.0,2014-07-07,424.0,2.0,0.0,2,0,0,0,0,0,0
4291,Malek,Jaziri,1984-01-20,,TUN,,185.0,,R,2,True,2003.0,,"US$ 3,947,792",,Malek Jaziri,14185 days,,,42.0,2019-01-07,1042.0,2019-01-07,135.0,1757.0,52.0,2017-04-03,1922.0,2017-04-03,,0.0,0.0,0,0,0,0,0,0,0
6012,Yuki,Bhambri,1992-07-04,,IND,,183.0,,R,2,True,2008.0,,"US$913,713",,Yuki Bhambri,11100 days,,,83.0,2018-04-16,688.0,2018-04-16,,,103.0,2018-04-23,1830.0,2018-04-02,,0.0,0.0,0,0,0,0,0,0,0
4942,Marsel,Ilhan,1987-06-11,,TUR,,191.0,,R,2,True,2006.0,,"$1,380,682",,Marsel Ilhan,12948 days,,,77.0,2015-03-02,657.0,2015-07-13,,,98.0,2015-07-24,1822.0,2015-10-26,,0.0,0.0,0,0,0,0,0,0,0
4546,Horacio,Zeballos,1985-04-27,,ARG,,188.0,,L,1,True,2003.0,,"$5,674,791",,Horacio Zeballos,13722 days,,,39.0,2013-03-04,1027.0,2013-03-18,,,50.0,2017-06-12,1927.0,2017-06-12,462.0,2.0,0.0,1,0,0,0,0,0,0
45090,Zizou,Bergs,1999-06-03,,BEL,,185.0,,R,2,True,2018.0,,"$95,278",,Zizou Bergs,8576 days,,,186.0,2021-09-20,378.0,2021-10-18,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
26008,Tommy,Paul,1997-05-17,,USA,,185.0,,R,2,True,2015.0,,"$1,593,830",,Tommy Paul,9323 days,43.0,1349.0,43.0,2021-11-15,1349.0,2021-11-15,40.0,1955.0,40.0,2021-11-14,1955.0,2021-11-14,510.0,1.0,0.0,1,0,0,0,0,0,0
44493,Jaume,Munar,1997-05-05,,ESP,,183.0,,R,2,True,2014.0,,"US$2,035,221",,Jaume Munar,9335 days,83.0,815.0,52.0,2019-05-20,1022.0,2021-07-12,162.0,1717.0,76.0,2019-05-06,1866.0,2019-04-29,,0.0,0.0,0,0,0,0,0,0,0
25931,Roman,Safiullin,1997-08-07,,RUS,,185.0,,R,2,True,2015.0,,"$455,094",,Roman Safiullin,9243 days,,,151.0,2021-10-04,470.0,2021-10-04,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
6394,Mario,Vilella Martinez,1995-07-03,,ESP,,178.0,,R,2,True,,,"$506,316",,Mario Vilella Martinez,10006 days,,,158.0,2021-07-19,479.0,2021-07-19,145.0,1740.0,145.0,2021-11-08,1741.0,2021-08-02,,0.0,0.0,0,0,0,0,0,0,0
5515,Jan Lennard,Struff,1990-04-25,,GER,,193.0,,R,2,True,2009.0,,"US$6,978,075",,Jan Lennard Struff,11899 days,51.0,1134.0,29.0,2020-08-31,1545.0,2021-05-03,60.0,1895.0,24.0,2020-09-14,2037.0,2019-06-17,,0.0,0.0,0,0,0,0,0,0,0
11477,Enzo,Couacaud,1995-03-01,,FRA,,183.0,,R,2,True,2012.0,,"$310,515",,Enzo Couacaud,10128 days,,,164.0,2019-07-29,429.0,2021-06-14,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
51544,Brandon,Nakashima,2001-08-03,,USA,,,,R,2,True,2019.0,,"$426,944",,Brandon Nakashima,7786 days,62.0,987.0,62.0,2021-11-15,992.0,2021-11-01,62.0,1892.0,61.0,2021-10-25,1892.0,2021-10-25,,0.0,0.0,0,0,0,0,0,0,0
5550,Alessandro,Giannessi,1990-05-30,,ITA,,185.0,,L,2,True,2008.0,,"$922,764",,Alessandro Giannessi,11865 days,,,84.0,2017-07-24,610.0,2017-07-24,172.0,1698.0,130.0,2017-07-31,1776.0,2017-07-24,,0.0,0.0,0,0,0,0,0,0,0
5953,Henri,Laaksonen,1992-03-31,,SUI,,185.0,,R,2,True,2009.0,,"US$1,632,200",,Henri Laaksonen,11194 days,97.0,751.0,93.0,2017-08-07,798.0,2021-10-04,86.0,1841.0,84.0,2019-06-17,1852.0,2019-06-10,,0.0,0.0,0,0,0,0,0,0,0
6202,Bjorn,Fratangelo,1993-07-19,,USA,,183.0,,R,2,True,2012.0,,"$1,286,362",,Bjorn Fratangelo,10721 days,,,99.0,2016-06-06,583.0,2016-06-06,128.0,1767.0,97.0,2016-08-29,1825.0,2017-09-11,,0.0,0.0,0,0,0,0,0,0,0
11164,Zhizhen,Zhang,1996-10-16,,CHN,,193.0,,R,2,True,2012.0,,"US$ 383,009",,Zhizhen Zhang,9539 days,,,136.0,2020-02-10,465.0,2021-07-19,,,154.0,2021-03-01,1737.0,2019-10-07,,0.0,0.0,0,0,0,0,0,0,0
34651,Tallon,Griekspoor,1996-07-02,,NED,,188.0,,R,2,True,2015.0,,"US$629,523",,Tallon Griekspoor,9642 days,65.0,966.0,65.0,2021-11-15,966.0,2021-11-15,132.0,1762.0,132.0,2021-10-18,1762.0,2021-09-13,,0.0,0.0,0,0,0,0,0,0,0
26338,Carlos,Taberner,1997-08-08,,ESP,,183.0,,R,2,True,2015.0,,"US $499,559",,Carlos Taberner,9242 days,99.0,745.0,93.0,2021-10-25,781.0,2021-10-25,136.0,1755.0,136.0,2021-11-08,1755.0,2021-10-18,,0.0,0.0,0,0,0,0,0,0,0
26326,Bernabe,Zapata Miralles,1997-01-12,,ESP,,185.0,,R,2,True,2015.0,,"$625,899",,Bernabe Zapata Miralles,9448 days,,,110.0,2021-08-02,753.0,2021-08-02,157.0,1723.0,144.0,2021-05-16,1743.0,2021-04-26,,0.0,0.0,0,0,0,0,0,0,0
6317,Christopher,Oconnell,1994-06-03,,AUS,,,,,,True,,,,,Christopher Oconnell,10401 days,,,111.0,2020-09-14,679.0,2021-08-02,147.0,1737.0,138.0,2021-03-15,1751.0,2021-03-15,,0.0,0.0,0,0,0,0,0,0,0
5466,Marco,Trungelliti,1990-01-31,,ARG,,,,R,2,True,2008.0,,"US$ 1,057,913",,Marco Trungelliti,11984 days,,,112.0,2019-03-04,517.0,2019-03-04,148.0,1736.0,120.0,2019-05-06,1794.0,2019-03-04,,0.0,0.0,0,0,0,0,0,0,0
5324,Benoit,Paire,1989-05-08,,FRA,,196.0,,R,2,True,2007.0,,"$ 8,780,918",,Benoit Paire,12252 days,47.0,1245.0,18.0,2016-01-11,1805.0,2021-04-05,111.0,1797.0,25.0,2016-01-11,2003.0,2016-01-11,315.0,5.0,0.0,3,0,0,0,0,0,0
5630,Federico,Delbonis,1990-10-05,,ARG,,193.0,,L,2,True,2007.0,,"US$4,992,551",,Federico Delbonis,11740 days,44.0,1327.0,33.0,2016-05-09,1435.0,2021-07-19,95.0,1831.0,41.0,2016-04-11,1953.0,2016-04-11,354.0,4.0,0.0,2,0,0,0,0,0,0
5539,Guido,Pella,1990-05-17,,ARG,,183.0,,L,2,True,2007.0,,"US$5,491,230",,Guido Pella,11878 days,75.0,866.0,20.0,2019-08-19,1735.0,2019-08-19,82.0,1844.0,29.0,2019-08-12,2009.0,2019-08-12,403.0,3.0,0.0,1,0,0,0,0,0,0
5349,John,Millman,1989-06-14,,AUS,,183.0,,R,2,True,2006.0,,"$4,554,409",,John Millman,12215 days,73.0,875.0,33.0,2018-10-15,1530.0,2021-08-16,67.0,1884.0,38.0,2018-09-10,1954.0,2018-09-10,403.0,3.0,0.0,1,0,0,0,0,0,0
5166,Adrian,Mannarino,1988-06-29,,FRA,,180.0,,L,2,True,2004.0,,"US$8,163,976",,Adrian Mannarino,12565 days,72.0,879.0,22.0,2018-03-19,1735.0,2018-03-19,83.0,1843.0,29.0,2018-01-15,2004.0,2018-01-29,462.0,2.0,0.0,1,0,0,0,0,0,0
5793,Pablo,Carreno Busta,1991-07-12,,ESP,,188.0,,R,2,True,2009.0,,"US$ 11,810,701",,Pablo Carreno Busta,11458 days,20.0,2230.0,10.0,2017-09-11,3325.0,2021-08-23,15.0,2059.0,10.0,2021-07-31,2121.0,2021-08-22,163.0,17.0,0.0,6,0,0,0,0,0,0
34553,Casper,Ruud,1998-12-22,,NOR,,183.0,,R,2,True,2015.0,,"US$3,855,671",,Casper Ruud,8738 days,8.0,3760.0,8.0,2021-10-25,3760.0,2021-11-08,9.0,2106.0,9.0,2021-11-08,2106.0,2021-11-08,224.0,9.0,0.0,6,0,0,0,0,0,0
6123,Tristan,Lamasine,1993-03-05,,FRA,,183.0,,R,2,True,2010.0,,"$459,429",,Tristan Lamasine,10855 days,,,181.0,2015-08-03,296.0,2016-07-18,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5934,Federico,Coria,1992-03-09,,ARG,,180.0,,R,2,True,2010.0,,"$ 1,124,404",,Federico Coria,11216 days,69.0,906.0,61.0,2021-08-23,1063.0,2021-07-19,119.0,1785.0,95.0,2021-07-26,1827.0,2021-07-19,,0.0,0.0,0,0,0,0,0,0,0
6214,Juan Ignacio,Londero,1993-08-15,,ARG,,180.0,,R,2,True,2010.0,,"US$ 1,870,817",,Juan Ignacio Londero,10695 days,,,50.0,2019-11-11,1017.0,2019-10-14,181.0,1652.0,59.0,2019-09-09,1901.0,2019-09-09,510.0,1.0,0.0,1,0,0,0,0,0,0
